1374	1024
1371.24014546007	1067.86663174751
1363.00410639502	1111.04146050770
1349.42177006089	1152.84359343964
1330.70733801535	1192.61378593560
1307.15594803123	1229.72483830237
1279.13901959749	1263.59148707504
1247.09839641204	1293.67963497153
1211.53937824265	1319.51477392571
1173.02275204778	1340.68946836311
1132.15594803123	1356.86978070330
1089.58346010500	1367.80053775504
1045.97668183526	1373.30935494990
1002.02331816474	1373.30935494990
958.416539894996	1367.80053775504
915.844051968769	1356.86978070330
874.977247952225	1340.68946836311
836.460621757351	1319.51477392571
800.901603587959	1293.67963497153
768.860980402506	1263.59148707504
740.844051968768	1229.72483830237
717.292661984648	1192.61378593560
698.578229939112	1152.84359343964
684.995893604979	1111.04146050770
676.759854539933	1067.86663174751
674	1024
676.759854539933	980.133368252494
684.995893604979	936.958539492301
698.578229939112	895.156406560363
717.292661984648	855.386214064400
740.844051968768	818.275161697635
768.860980402506	784.408512924959
800.901603587959	754.320365028474
836.460621757351	728.485226074295
874.977247952225	707.310531636893
915.844051968768	691.130219296696
958.416539894996	680.199462244959
1002.02331816474	674.690645050105
1045.97668183526	674.690645050105
1089.58346010500	680.199462244959
1132.15594803123	691.130219296696
1173.02275204778	707.310531636893
1211.53937824265	728.485226074295
1247.09839641204	754.320365028474
1279.13901959749	784.408512924959
1307.15594803123	818.275161697634
1330.70733801535	855.386214064399
1349.42177006089	895.156406560363
1363.00410639502	936.958539492301
1371.24014546007	980.133368252493
1374	1024
